spacy_uni_precision,nltk_uni_precision,spacy_lcs_precision,nltk_lcs_precision,match_id
0.31092436974789917,0.2857142857142857,0.2773109243697479,0.2689075630252101,106.0
0.2831858407079646,0.25663716814159293,0.23008849557522124,0.20353982300884957,107.0
0.3119266055045872,0.28440366972477066,0.27522935779816515,0.24770642201834864,108.0
0.3,0.3,0.275,0.275,109.0
0.4215686274509804,0.3627450980392157,0.39215686274509803,0.3431372549019608,110.0
0.32456140350877194,0.2631578947368421,0.30701754385964913,0.21929824561403508,111.0
0.3983050847457627,0.3813559322033898,0.3389830508474576,0.3389830508474576,112.0
0.41818181818181815,0.2909090909090909,0.38181818181818183,0.2636363636363636,113.0
0.26851851851851855,0.26851851851851855,0.25,0.25,114.0
0.38235294117647056,0.3161764705882353,0.3235294117647059,0.2867647058823529,115.0
0.31896551724137934,0.22413793103448276,0.2672413793103448,0.22413793103448276,116.0
0.29464285714285715,0.22321428571428573,0.25892857142857145,0.20535714285714285,117.0
0.33070866141732286,0.3228346456692913,0.2755905511811024,0.2677165354330709,118.0
0.3671875,0.3359375,0.3359375,0.2890625,119.0
0.3238095238095238,0.3142857142857143,0.26666666666666666,0.21904761904761905,120.0
0.32432432432432434,0.2882882882882883,0.2972972972972973,0.2702702702702703,121.0
0.3287671232876712,0.273972602739726,0.2945205479452055,0.2465753424657534,122.0
0.24806201550387597,0.21705426356589147,0.20155038759689922,0.1937984496124031,123.0
