time,comment,event,event_player,event_team,comment_desc,home_team,home_team_abbr,away_team,away_team_abbr,full_time_score,match_x,date,link,match_y,match_day,live_ticker,stage,leg,time_detail
53," GOALLLLLLLLLLLLLLLLLLLLLLLLLLLLLL!!!!!! ESTUPINAN SCORES AN OWN GOAL!!!!!! 1-0 LIVERPOOL!!!! The Reds take the lead as Henderson's cross deflects off Estupinan and beats Rulli at his near post. Henderson is played into space by Salah down the right wing and looks to send a delivery into the middle. Estupinan sticks out a boot and inadvertently deflects it into the net as Rulli gets a hand to it, but cannot keep it out. ",own_goal,"[' P. Estupinan ', ' Own Goal ']",Villarreal,timer,Liverpool,LIV,Villarreal,VIL,2 - 0,Liverpool vs Villarreal,04/27/22,https://www.goal.com/en/match/liverpool-vs-villarreal/axyy2j1ldzvxpcdg15fqtgf84,Liverpool vs Villarreal,04/27/22,https://www.goal.com/en/match/liverpool-vs-villarreal/axyy2j1ldzvxpcdg15fqtgf84,SF,1,Normal Time
53," OFF! Ahmedhodzic is dismissed for deliberate handball after a VAR check. Kuzyaev latches on to a knockdown from Dzyuba and flicks the ball forward. It strikes the hand of Ahmedhodzic, preventing a goal-scoring opportunity for the hosts. The referee brandishes the red card after initially giving the defender a yellow following a consultation with the screen at the side of the pitch. ",red_card,"[' A. Ahmedhodzic ', ' Red Card ']",Malmo FF,timer,Zenit,ZEN,Malmo FF,MFF,4 - 0,Zenit vs Malmoe Ff,09/29/21,https://www.goal.com/en/match/zenit-vs-malmoe-ff/eufad2i42vqc3y39jklecckd0,Zenit vs Malmoe Ff,09/29/21,https://www.goal.com/en/match/zenit-vs-malmoe-ff/eufad2i42vqc3y39jklecckd0,Group Stage,1,Normal Time
53," Rose has seen enough from Malen today, and Hazard is brought on in the Dutch striker's place. Not a happy return to his homeland for the former PSV man! ",substitution,"[' T. Hazard ', ' D. Malen ']",Borussia Dortmund,timer,Ajax,AJX,Borussia Dortmund,BVB,4 - 0,Ajax vs Borussia Dortmund,10/19/21,https://www.goal.com/en/match/ajax-vs-borussia-dortmund/2vs0mmt1zkk8561wuxu39qs5w,Ajax vs Borussia Dortmund,10/19/21,https://www.goal.com/en/match/ajax-vs-borussia-dortmund/2vs0mmt1zkk8561wuxu39qs5w,Group Stage,1,Normal Time
53," DAHLIN MAKES AMENDS! The penalty is saved. Dzyuba smashes his spot-kick down the middle, and -- despite diving to his right -- Dahlin is able to hook it to safety with his legs! ",penalty_save,"[' J. Dahlin ', ' Penalty Save ']",Malmo FF,timer,Malmo FF,MFF,Zenit,ZEN,1 - 1,Malmoe ff Vs Zenit,11/23/21,https://www.goal.com/en/match/malmoe-ff-vs-zenit/euws9q8itomf8ijxpl72bnpxw,Malmoe ff Vs Zenit,11/23/21,https://www.goal.com/en/match/malmoe-ff-vs-zenit/euws9q8itomf8ijxpl72bnpxw,Group Stage,2,Normal Time
53, Lopetegui wastes no time in turning to his bench as Augustinsson makes way for Mir. ,substitution,"[' Rafa Mir ', ' L. Augustinsson ']",Sevilla,timer,Salzburg,RBS,Sevilla,SEV,1 - 0,Salzburg vs Sevilla,12/08/21,https://www.goal.com/en/match/salzburg-vs-sevilla/7taj0kx4ge8xrq3pnmp1kzt3o,Salzburg vs Sevilla,12/08/21,https://www.goal.com/en/match/salzburg-vs-sevilla/7taj0kx4ge8xrq3pnmp1kzt3o,Group Stage,2,Normal Time
53," Dzyuba had to wait a long time to take that penalty, and it appears nerves got to him. The penalty was hit poorly down the middle and Dahlin had enough time to adjust and save it with his legs. ",penalty_miss,"[' A. Dzyuba ', ' Penalty Miss ']",Zenit,timer,Malmo FF,MFF,Zenit,ZEN,1 - 1,Malmoe ff Vs Zenit,11/23/21,https://www.goal.com/en/match/malmoe-ff-vs-zenit/euws9q8itomf8ijxpl72bnpxw,Malmoe ff Vs Zenit,11/23/21,https://www.goal.com/en/match/malmoe-ff-vs-zenit/euws9q8itomf8ijxpl72bnpxw,Group Stage,2,Normal Time
53, Danjuma has picked up where he left off in the first half and just breezes past Dalot again to get in behind and set up the goal. ,assist,"[' A. Danjuma ', ' Assist ']",Villarreal,timer,Manchester United,MUN,Villarreal,VIL,2 - 1,Manchester united Vs Villarreal,09/29/21,https://www.goal.com/en/match/manchester-united-vs-villarreal/7o1vlxuqzjynefjfs15xi59n8,Manchester united Vs Villarreal,09/29/21,https://www.goal.com/en/match/manchester-united-vs-villarreal/7o1vlxuqzjynefjfs15xi59n8,Group Stage,1,Normal Time
53," RASHFORD PULLS ONE BACK! It's a poor pass from Zappacosta which gifts the ball to Fernandes through the middle and he plays a wonderful pass through to Rashford. He runs in behind the defence to latch onto it and Musso rushes off his line, but the forward curls his shot around him and into the far post. 2-1! ",goal,"[' M. Rashford ', ' Goal ']",Manchester United,timer,Manchester United,MUN,Atalanta,ATA,3 - 2,Manchester united Vs Atalanta,10/20/21,https://www.goal.com/en/match/manchester-united-vs-atalanta/7o7o7d9ormwib7i0lqpivx9n8,Manchester united Vs Atalanta,10/20/21,https://www.goal.com/en/match/manchester-united-vs-atalanta/7o7o7d9ormwib7i0lqpivx9n8,Group Stage,1,Normal Time
53," Involved in an attractive move in the attacking third, Dahoud's was the pass which allowed Reus to dribble clear and roll home the third. ",assist,"[' M. Dahoud ', ' Assist ']",Borussia Dortmund,timer,Borussia Dortmund,BVB,Besiktas,BJK,5 - 0,Borussia dortmund Vs Besiktas,12/07/21,https://www.goal.com/en/match/borussia-dortmund-vs-besiktas/2wd5hkymuuwc199tirolu1ous,Borussia dortmund Vs Besiktas,12/07/21,https://www.goal.com/en/match/borussia-dortmund-vs-besiktas/2wd5hkymuuwc199tirolu1ous,Group Stage,2,Normal Time
53, Fernandes spotted the loose pass and played a wonderful first-time ball between Atalanta's defenders to pick out Rashford's run. ,assist,"[' Bruno Fernandes ', ' Assist ']",Manchester United,timer,Manchester United,MUN,Atalanta,ATA,3 - 2,Manchester united Vs Atalanta,10/20/21,https://www.goal.com/en/match/manchester-united-vs-atalanta/7o7o7d9ormwib7i0lqpivx9n8,Manchester united Vs Atalanta,10/20/21,https://www.goal.com/en/match/manchester-united-vs-atalanta/7o7o7d9ormwib7i0lqpivx9n8,Group Stage,1,Normal Time
53," Moumi Ngamaleu follows his team-mate into the book, catching Parejo as he tried to win the ball back following a slaloming dribble through the centre. ",yellow_card,"[' N. Moumi Ngamaleu ', ' Yellow Card ']",Young Boys,timer,Villarreal,VIL,Young Boys,YBB,2 - 0,Villarreal vs Young Boys,11/02/21,https://www.goal.com/en/match/villarreal-vs-young-boys/7od2uen5cz88zpu29o0u8kefo,Villarreal vs Young Boys,11/02/21,https://www.goal.com/en/match/villarreal-vs-young-boys/7od2uen5cz88zpu29o0u8kefo,Group Stage,2,Normal Time
53," GOALLLLLLLLLLLLLLLLLLLLLLLLLL!!!! FODEN SCORES THIS TIME!!!!!!! 3-1 CITY!!!!!!!!! Foden was denied by Carvajal on the line five minutes ago, but this time he finds the back of the net with an inch-perfect header. Fernandinho surges down the right flank and lifts a perfect cross into the middle. Foden drifts between Militao and Carvajal to guide his header into the bottom-right corner. ",goal,"[' P. Foden ', ' Goal ']",Manchester City,timer,Manchester City,MCI,Real Madrid,RMA,4 - 3,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,SF,1,Normal Time
53," ALCACER SCORES! Danjuma gets away from Dalot down the left again and the right-back can't intercept the pass into him. He pulls it back for Alcacer, who sticks out a leg to poke it past De Gea and into the back of the net. 1-0 Villarreal! ",goal,"[' Paco Alcacer ', ' Goal ']",Villarreal,timer,Manchester United,MUN,Villarreal,VIL,2 - 1,Manchester united Vs Villarreal,09/29/21,https://www.goal.com/en/match/manchester-united-vs-villarreal/7o1vlxuqzjynefjfs15xi59n8,Manchester united Vs Villarreal,09/29/21,https://www.goal.com/en/match/manchester-united-vs-villarreal/7o1vlxuqzjynefjfs15xi59n8,Group Stage,1,Normal Time
53, It's a yellow card for Christiansen and Mount will take this free-kick. Let's see if he can do better than his previous attempt in the first half. ,yellow_card,"[' A. Christiansen ', ' Yellow Card ']",Malmo FF,timer,Chelsea,CHE,Malmo FF,MFF,4 - 0,Chelsea vs Malmoe Ff,10/20/21,https://www.goal.com/en/match/chelsea-vs-malmoe-ff/eui8stsrjhw658rexep1kiyac,Chelsea vs Malmoe Ff,10/20/21,https://www.goal.com/en/match/chelsea-vs-malmoe-ff/eui8stsrjhw658rexep1kiyac,Group Stage,1,Normal Time
53, ADEYEMI AGAIN! 2-0! Salzburg double their advantage. Adeyemi steps up confidently and rolls it down the middle and into the net as Grbic dives to his left! ,penalty_goal,"[' K. Adeyemi ', ' Penalty Goal ']",Salzburg,timer,Salzburg,RBS,Lille,LIL,2 - 1,Salzburg vs Lille,09/29/21,https://www.goal.com/en/match/salzburg-vs-lille/7smaogvff7190qtqlud3gg4d0,Salzburg vs Lille,09/29/21,https://www.goal.com/en/match/salzburg-vs-lille/7smaogvff7190qtqlud3gg4d0,Group Stage,1,Normal Time
53, Rakitic is sent on for Mir as the visitors try and get back into this game. ,substitution,"[' I. Rakitic ', ' Rafa Mir ']",Sevilla,timer,Wolfsburg,WOB,Sevilla,SEV,1 - 1,Wolfsburg vs Sevilla,09/29/21,https://www.goal.com/en/match/wolfsburg-vs-sevilla/7spassdkpavrrpr874y0i62vo,Wolfsburg vs Sevilla,09/29/21,https://www.goal.com/en/match/wolfsburg-vs-sevilla/7spassdkpavrrpr874y0i62vo,Group Stage,1,Normal Time
53, Fernandinho produces a great burst down the right flank before floating a sublime cross into the box for Foden to attack and score. ,assist,"[' Fernandinho ', ' Assist ']",Manchester City,timer,Manchester City,MCI,Real Madrid,RMA,4 - 3,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,SF,1,Normal Time
53, Dimarco is replaced by Bastoni immediately after the goal. ,substitution,"[' A. Bastoni ', ' F. Dimarco ']",Internazionale,timer,Internazionale,INT,Sheriff,SHE,3 - 1,Internazionale vs Sheriff,10/19/21,https://www.goal.com/en/match/internazionale-vs-sheriff/9ud7de2eswh36ptlu047gl1ck,Internazionale vs Sheriff,10/19/21,https://www.goal.com/en/match/internazionale-vs-sheriff/9ud7de2eswh36ptlu047gl1ck,Group Stage,1,Normal Time
54," On that occasion, Sane could have gone for goal, but his simple pass bamboozled the visitors, and Muller did the rest. ",assist,"[' L. Sane ', ' Assist ']",Bayern Munchen,timer,Bayern Munchen,FCB,Salzburg,RBS,7 - 1,Bayern muenchen Vs Salzburg,03/08/22,https://www.goal.com/en/match/bayern-muenchen-vs-salzburg/przs3ma4pe9kr5amy33ita1g,Bayern muenchen Vs Salzburg,03/08/22,https://www.goal.com/en/match/bayern-muenchen-vs-salzburg/przs3ma4pe9kr5amy33ita1g,R16,2,Normal Time
54, The bookings are flowing thick and fast now and Gaspar is third player in four minutes to get a yellow card as he trips Moumi Ngamaleu in a dangerous position on the wing. ,yellow_card,"[' Mario Gaspar ', ' Yellow Card ']",Villarreal,timer,Villarreal,VIL,Young Boys,YBB,2 - 0,Villarreal vs Young Boys,11/02/21,https://www.goal.com/en/match/villarreal-vs-young-boys/7od2uen5cz88zpu29o0u8kefo,Villarreal vs Young Boys,11/02/21,https://www.goal.com/en/match/villarreal-vs-young-boys/7od2uen5cz88zpu29o0u8kefo,Group Stage,2,Normal Time
54, Pepe limps off to be replaced by Marcano in defence. ,substitution,"[' Ivan Marcano ', ' Pepe ']",Porto,timer,Atletico Madrid,ATM,Porto,POR,0 - 0,Atletico madrid Vs Porto,09/15/21,https://www.goal.com/en/match/atletico-madrid-vs-porto/av69zwt4kloy1a3cdz0j9o5ck,Atletico madrid Vs Porto,09/15/21,https://www.goal.com/en/match/atletico-madrid-vs-porto/av69zwt4kloy1a3cdz0j9o5ck,Group Stage,1,Normal Time
54," GOAAALLLL - SHERIFF 0-1 INTER - Inzaghi's side finally break the deadlock, and Vidal and Brozovic combine in devastating fashion. The Chile international teed up his fellow midfielder on the edge of the box, and Brozovic did the rest. First, he beat two players before smashing the ball into the bottom corner past Athanasiadis, and it is no more than Inter deserve. ",goal,"[' M. Brozovic ', ' Goal ']",Internazionale,timer,Sheriff,SHE,Internazionale,INT,1 - 3,Sheriff vs Internazionale,11/03/21,https://www.goal.com/en/match/sheriff-vs-internazionale/9uir0gj9wjm4nk7ewaq6cmu50,Sheriff vs Internazionale,11/03/21,https://www.goal.com/en/match/sheriff-vs-internazionale/9uir0gj9wjm4nk7ewaq6cmu50,Group Stage,2,Normal Time
54," Alvarez puts an arm across Esgaio to stop his run, and he's shown a yellow card. ",yellow_card,"[' E. Alvarez ', ' Yellow Card ']",Ajax,timer,Ajax,AJX,Sporting CP,SCP,4 - 2,Ajax vs Sporting Cp,12/07/21,https://www.goal.com/en/match/ajax-vs-sporting-cp/2wfv8qqb44frru5m3nyekd4wk,Ajax vs Sporting Cp,12/07/21,https://www.goal.com/en/match/ajax-vs-sporting-cp/2wfv8qqb44frru5m3nyekd4wk,Group Stage,2,Normal Time
54," Pep Guardiola introduces the first of his substitutes, as the more attacking Gabriel Jesus comes on for Zinchenko. ",substitution,"[' Gabriel Jesus ', ' O. Zinchenko ']",Manchester City,timer,Manchester City,MCI,PSG,PSG,2 - 1,Manchester city Vs Psg,11/24/21,https://www.goal.com/en/match/manchester-city-vs-psg/409iyefp9jmhwy2dvuul0mec4,Manchester city Vs Psg,11/24/21,https://www.goal.com/en/match/manchester-city-vs-psg/409iyefp9jmhwy2dvuul0mec4,Group Stage,2,Normal Time
54," GOAL! MANCHESTER CITY 2-1 CLUB BRUGGE! Seconds after City almost go behind, they go ahead. Mahrez's ball from the right is slowly collected by Cancelo. Cancelo has all the time in the world to pick his cross and return it to Mahrez. The Algerian nods in at the far post. ",goal,"[' R. Mahrez ', ' Goal ']",Manchester City,timer,Manchester City,MCI,Club Brugge,CLU,4 - 1,Manchester city Vs Club Brugge,11/03/21,https://www.goal.com/en/match/manchester-city-vs-club-brugge/403rgm8ykwawu9tt9eajtttzo,Manchester city Vs Club Brugge,11/03/21,https://www.goal.com/en/match/manchester-city-vs-club-brugge/403rgm8ykwawu9tt9eajtttzo,Group Stage,2,Normal Time
54," That was superb vision from Vidal, who could have gone for goal himself, but he picked out Brozovic, who was the better option. ",assist,"[' A. Vidal ', ' Assist ']",Internazionale,timer,Sheriff,SHE,Internazionale,INT,1 - 3,Sheriff vs Internazionale,11/03/21,https://www.goal.com/en/match/sheriff-vs-internazionale/9uir0gj9wjm4nk7ewaq6cmu50,Sheriff vs Internazionale,11/03/21,https://www.goal.com/en/match/sheriff-vs-internazionale/9uir0gj9wjm4nk7ewaq6cmu50,Group Stage,2,Normal Time
54, Adeyemi is shown a yellow card after excitedly running into the crowd to celebrate. ,yellow_card,"[' K. Adeyemi ', ' Yellow Card ']",Salzburg,timer,Salzburg,RBS,Lille,LIL,2 - 1,Salzburg vs Lille,09/29/21,https://www.goal.com/en/match/salzburg-vs-lille/7smaogvff7190qtqlud3gg4d0,Salzburg vs Lille,09/29/21,https://www.goal.com/en/match/salzburg-vs-lille/7smaogvff7190qtqlud3gg4d0,Group Stage,1,Normal Time
54," Chiesa looks to nip around the outside of Lovren, but the Zenit captain stands his ground and blocks the run of the Juventus winger. He's booked for the foul and the home side have a free-kick. ",yellow_card,"[' D. Lovren ', ' Yellow Card ']",Zenit,timer,Juventus,JUV,Zenit,ZEN,4 - 2,Juventus vs Zenit,11/02/21,https://www.goal.com/en/match/juventus-vs-zenit/euqzieb0g92l04i7g2vqrj8r8,Juventus vs Zenit,11/02/21,https://www.goal.com/en/match/juventus-vs-zenit/euqzieb0g92l04i7g2vqrj8r8,Group Stage,2,Normal Time
54, D'Ambrosio gets the game's first yellow card for stepping on Vinicius' heel as Madrid break through midfield. ,yellow_card,"["" D. D'Ambrosio "", ' Yellow Card ']",Internazionale,timer,Real Madrid,RMA,Internazionale,INT,2 - 0,Real madrid Vs Internazionale,12/07/21,https://www.goal.com/en/match/real-madrid-vs-internazionale/9urc7ivikycv0hy2sgx1g5mok,Real madrid Vs Internazionale,12/07/21,https://www.goal.com/en/match/real-madrid-vs-internazionale/9urc7ivikycv0hy2sgx1g5mok,Group Stage,2,Normal Time
54, Brugge went to sleep temporarily and Cancelo punished them for it. The Portuguese left-back is making his mark on this game for City. ,assist,"[' Joao Cancelo ', ' Assist ']",Manchester City,timer,Manchester City,MCI,Club Brugge,CLU,4 - 1,Manchester city Vs Club Brugge,11/03/21,https://www.goal.com/en/match/manchester-city-vs-club-brugge/403rgm8ykwawu9tt9eajtttzo,Manchester city Vs Club Brugge,11/03/21,https://www.goal.com/en/match/manchester-city-vs-club-brugge/403rgm8ykwawu9tt9eajtttzo,Group Stage,2,Normal Time
54," It's 1-1! It's yet another goal for Haller as Tagliafico is played through by Martinez. The full-back beats Gunok to the ball and toes it across to Haller, and the French striker is able to finish into an empty net to get Ajax level. ",goal,"[' S. Haller ', ' Goal ']",Ajax,timer,Besiktas,BJK,Ajax,AJX,1 - 2,Besiktas vs Ajax,11/24/21,https://www.goal.com/en/match/besiktas-vs-ajax/2w7qfcq0bz0wa0a4fdp2njytw,Besiktas vs Ajax,11/24/21,https://www.goal.com/en/match/besiktas-vs-ajax/2w7qfcq0bz0wa0a4fdp2njytw,Group Stage,2,Normal Time
54, Garcia picks up a yellow card for a poor challenge on Rafa. Garcia thrashes his arms in frustration. ,yellow_card,"[' Eric Garcia ', ' Yellow Card ']",Barcelona,timer,Benfica,SLB,Barcelona,BAR,3 - 0,Benfica vs Barcelona,09/29/21,https://www.goal.com/en/match/benfica-vs-barcelona/11pfvtcyrf4osm40dxcnjjsic,Benfica vs Barcelona,09/29/21,https://www.goal.com/en/match/benfica-vs-barcelona/11pfvtcyrf4osm40dxcnjjsic,Group Stage,1,Normal Time
54," GOAAALLL - BAYERN 5-0 SALZBURG - Salzburg's resolve is broken again in the second half, and Muller grabs his first of the evening. Naglesmann's side worked their way through the Salzburg midfield, with Sane picking out Muller in the penalty box. The veteran turned onto his left foot and smashed the ball home, and he made it look effortless! ",goal,"[' T. Muller ', ' Goal ']",Bayern Munchen,timer,Bayern Munchen,FCB,Salzburg,RBS,7 - 1,Bayern muenchen Vs Salzburg,03/08/22,https://www.goal.com/en/match/bayern-muenchen-vs-salzburg/przs3ma4pe9kr5amy33ita1g,Bayern muenchen Vs Salzburg,03/08/22,https://www.goal.com/en/match/bayern-muenchen-vs-salzburg/przs3ma4pe9kr5amy33ita1g,R16,2,Normal Time
54, Substitution Marten Elco de Roon Luis Fernando Muriel Fruto ,substitution,"[' L. Muriel ', ' M. de Roon ']",Atalanta,timer,Atalanta,ATA,Villarreal,VIL,2 - 3,Atalanta vs Villarreal,12/09/21,https://www.goal.com/en/match/atalanta-vs-villarreal/7oo5c19u4wyx9s08r8g4m7jtg,Atalanta vs Villarreal,12/09/21,https://www.goal.com/en/match/atalanta-vs-villarreal/7oo5c19u4wyx9s08r8g4m7jtg,Group Stage,2,Normal Time
54, It was a superb run by Tagliafico and Martinez was able to find him. The Argentinian man just managed to get to the ball before Gunok to send it to Haller to score. ,assist,"[' N. Tagliafico ', ' Assist ']",Ajax,timer,Besiktas,BJK,Ajax,AJX,1 - 2,Besiktas vs Ajax,11/24/21,https://www.goal.com/en/match/besiktas-vs-ajax/2w7qfcq0bz0wa0a4fdp2njytw,Besiktas vs Ajax,11/24/21,https://www.goal.com/en/match/besiktas-vs-ajax/2w7qfcq0bz0wa0a4fdp2njytw,Group Stage,2,Normal Time
55, The second change of the pair sees Dzeko replaced up front by Correa as Inzaghi adds fresh legs to the forward line. ,substitution,"[' J. Correa ', ' E. Dzeko ']",Internazionale,timer,Shakhtar Donetsk,SHK,Internazionale,INT,0 - 0,Shakhtar donetsk Vs Internazionale,09/28/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-internazionale/9u4jub7s5jvvsk24cq4ddlst0,Shakhtar donetsk Vs Internazionale,09/28/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-internazionale/9u4jub7s5jvvsk24cq4ddlst0,Group Stage,1,Normal Time
55, Capoue is fuming with a booking but it is one challenge too m any to go without a card for the Villarreal man now and he sees yellow. ,yellow_card,"[' E. Capoue ', ' Yellow Card ']",Villarreal,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw,Group Stage,1,Normal Time
