time,comment,event,event_player,event_team,comment_desc,home_team,home_team_abbr,away_team,away_team_abbr,full_time_score,match_x,date,link,match_y,match_day,live_ticker,stage,leg,time_detail
50," Souza clatters into Paulinho in the middle and then disagrees with the referee's decision to give a free-kick. Unsurprisingly, the away side's midfielder goes into the book. ",yellow_card,"[' Souza ', ' Yellow Card ']",Besiktas,timer,Sporting CP,SCP,Besiktas,BJK,4 - 0,Sporting cp Vs Besiktas,11/03/21,https://www.goal.com/en/match/sporting-cp-vs-besiktas/2vxc6btnzwi53fa1jxhntbx90,Sporting cp Vs Besiktas,11/03/21,https://www.goal.com/en/match/sporting-cp-vs-besiktas/2vxc6btnzwi53fa1jxhntbx90,Group Stage,2,Normal Time
50," GOAAALLL - SALZBURG 1-0 SEVILLA - Lift-off for Salzburg, who move one step closer to qualification as they take the lead on home soil. Matthias Jaissle's outfit carved through the Sevilla defence, with Adeyemi collecting possession on the edge of the box. After a free-flowing move, his cross picked out Okafor, who opened up his body before side-footing his shot past Bounou. ",goal,"[' N. Okafor ', ' Goal ']",Salzburg,timer,Salzburg,RBS,Sevilla,SEV,1 - 0,Salzburg vs Sevilla,12/08/21,https://www.goal.com/en/match/salzburg-vs-sevilla/7taj0kx4ge8xrq3pnmp1kzt3o,Salzburg vs Sevilla,12/08/21,https://www.goal.com/en/match/salzburg-vs-sevilla/7taj0kx4ge8xrq3pnmp1kzt3o,Group Stage,2,Normal Time
50," Mendes does come off, and on comes Kehrer to slot in at left-back. ",substitution,"[' T. Kehrer ', ' Nuno Mendes ']",PSG,timer,PSG,PSG,Club Brugge,CLU,4 - 1,Psg vs Club Brugge,12/07/21,https://www.goal.com/en/match/psg-vs-club-brugge/40f8v01ackzf6tziovzrkz28k,Psg vs Club Brugge,12/07/21,https://www.goal.com/en/match/psg-vs-club-brugge/40f8v01ackzf6tziovzrkz28k,Group Stage,2,Normal Time
50, Dahlin is shown a yellow card for the foul that conceded the penalty. The goalkeeper will be relieved not to have been sent off. ,yellow_card,"[' J. Dahlin ', ' Yellow Card ']",Malmo FF,timer,Malmo FF,MFF,Zenit,ZEN,1 - 1,Malmoe ff Vs Zenit,11/23/21,https://www.goal.com/en/match/malmoe-ff-vs-zenit/euws9q8itomf8ijxpl72bnpxw,Malmoe ff Vs Zenit,11/23/21,https://www.goal.com/en/match/malmoe-ff-vs-zenit/euws9q8itomf8ijxpl72bnpxw,Group Stage,2,Normal Time
50," As we said in the first half, Adeyemi has looked dangerous when on the ball, and he proves his worth to the Salzburg team by creating the opening goal for Okafor. ",assist,"[' K. Adeyemi ', ' Assist ']",Salzburg,timer,Salzburg,RBS,Sevilla,SEV,1 - 0,Salzburg vs Sevilla,12/08/21,https://www.goal.com/en/match/salzburg-vs-sevilla/7taj0kx4ge8xrq3pnmp1kzt3o,Salzburg vs Sevilla,12/08/21,https://www.goal.com/en/match/salzburg-vs-sevilla/7taj0kx4ge8xrq3pnmp1kzt3o,Group Stage,2,Normal Time
50, The first yellow card of the game is shown to Upamecano for his foul on Yaremchuk and this booking means that he will miss Bayern's next Champions League game against Dynamo Kiev. ,yellow_card,"[' D. Upamecano ', ' Yellow Card ']",Bayern Munchen,timer,Bayern Munchen,FCB,Benfica,SLB,5 - 2,Bayern muenchen Vs Benfica,11/02/21,https://www.goal.com/en/match/bayern-muenchen-vs-benfica/11xmy2skd2sd3todqoy6ewb2s,Bayern muenchen Vs Benfica,11/02/21,https://www.goal.com/en/match/bayern-muenchen-vs-benfica/11xmy2skd2sd3todqoy6ewb2s,Group Stage,2,Normal Time
50," Shaw takes a heavy first touch and ends up stepping on Vrsaljko's foot in his attempts to win it back. It's a poor challenge, and he's shown a yellow card. ",yellow_card,"[' L. Shaw ', ' Yellow Card ']",Manchester United,timer,Atletico Madrid,ATM,Manchester United,MUN,1 - 1,Atletico madrid Vs Manchester United,02/23/22,https://www.goal.com/en/match/atletico-madrid-vs-manchester-united/pf15v919indsocrbpnrjuoes,Atletico madrid Vs Manchester United,02/23/22,https://www.goal.com/en/match/atletico-madrid-vs-manchester-united/pf15v919indsocrbpnrjuoes,R16,1,Normal Time
51, Modric showed his class with a superb throughball to set up Vinicius to beat the keeper. ,assist,"[' L. Modric ', ' Assist ']",Real Madrid,timer,Shakhtar Donetsk,SHK,Real Madrid,RMA,0 - 5,Shakhtar donetsk Vs Real Madrid,10/19/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-real-madrid/9ua99hxpslkaywq8y47fdn8yc,Shakhtar donetsk Vs Real Madrid,10/19/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-real-madrid/9ua99hxpslkaywq8y47fdn8yc,Group Stage,1,Normal Time
51, Joao Felix is booked after catching Taremi with an arm. ,yellow_card,"[' Joao Felix ', ' Yellow Card ']",Atletico Madrid,timer,Atletico Madrid,ATM,Porto,POR,0 - 0,Atletico madrid Vs Porto,09/15/21,https://www.goal.com/en/match/atletico-madrid-vs-porto/av69zwt4kloy1a3cdz0j9o5ck,Atletico madrid Vs Porto,09/15/21,https://www.goal.com/en/match/atletico-madrid-vs-porto/av69zwt4kloy1a3cdz0j9o5ck,Group Stage,1,Normal Time
51," Loftus-Cheek replaces Kovacic, who limps off the field for the home side. Tuchel will be hopeful that is not a serious problem. ",substitution,"[' R. Loftus-Cheek ', ' M. Kovacic ']",Chelsea,timer,Chelsea,CHE,Lille,LIL,2 - 0,Chelsea vs Lille,02/22/22,https://www.goal.com/en/match/chelsea-vs-lille/pbr39zu13abq4hbvw4jrsm50,Chelsea vs Lille,02/22/22,https://www.goal.com/en/match/chelsea-vs-lille/pbr39zu13abq4hbvw4jrsm50,R16,1,Normal Time
51, Sierro catches Capoue on the top of the foot as the pair compete for the ball and the Young Boys midfielder is shown a yellow card. ,yellow_card,"[' V. Sierro ', ' Yellow Card ']",Young Boys,timer,Villarreal,VIL,Young Boys,YBB,2 - 0,Villarreal vs Young Boys,11/02/21,https://www.goal.com/en/match/villarreal-vs-young-boys/7od2uen5cz88zpu29o0u8kefo,Villarreal vs Young Boys,11/02/21,https://www.goal.com/en/match/villarreal-vs-young-boys/7od2uen5cz88zpu29o0u8kefo,Group Stage,2,Normal Time
51, Injury worry here for Mbappe as he signals that he cannot continue due to a problem and he has been replaced by Icardi. ,substitution,"[' M. Icardi ', ' K. Mbappe ']",PSG,timer,Club Brugge,CLU,PSG,PSG,1 - 1,Club brugge Vs Psg,09/15/21,https://www.goal.com/en/match/club-brugge-vs-psg/3zoyw3e4wqaev2pus740kij9w,Club brugge Vs Psg,09/15/21,https://www.goal.com/en/match/club-brugge-vs-psg/3zoyw3e4wqaev2pus740kij9w,Group Stage,1,Normal Time
51, Dimarco is shown a yellow card after tripping Bruno to halt a breakaway. ,yellow_card,"[' F. Dimarco ', ' Yellow Card ']",Internazionale,timer,Internazionale,INT,Sheriff,SHE,3 - 1,Internazionale vs Sheriff,10/19/21,https://www.goal.com/en/match/internazionale-vs-sheriff/9ud7de2eswh36ptlu047gl1ck,Internazionale vs Sheriff,10/19/21,https://www.goal.com/en/match/internazionale-vs-sheriff/9ud7de2eswh36ptlu047gl1ck,Group Stage,1,Normal Time
51," McTominay initially does well to step in and win the ball off Maehle, but then catches the wing-back in the face as he holds him off. He's shown the first yellow card of the game. ",yellow_card,"[' S. McTominay ', ' Yellow Card ']",Manchester United,timer,Atalanta,ATA,Manchester United,MUN,2 - 2,Atalanta vs Manchester United,11/02/21,https://www.goal.com/en/match/atalanta-vs-manchester-united/7oajl2aneuxmdhr81173mtyj8,Atalanta vs Manchester United,11/02/21,https://www.goal.com/en/match/atalanta-vs-manchester-united/7oajl2aneuxmdhr81173mtyj8,Group Stage,2,Normal Time
51," LILLE GO IN FRONT! The visitors have certainly looked a more aggressive proposition in this second half, and after Celik gets into the area from his right-flank station, his powerful strike rattles the post and falls to the feet of Ikone, who slots home Lille's second goal. The French champions go in front! 2-1 to Lille! ",goal,"[' J. Ikone ', ' Goal ']",Lille,timer,Sevilla,SEV,Lille,LIL,1 - 2,Sevilla vs Lille,11/02/21,https://www.goal.com/en/match/sevilla-vs-lille/7t1l5uqr3b4eau20hwz2eiyok,Sevilla vs Lille,11/02/21,https://www.goal.com/en/match/sevilla-vs-lille/7t1l5uqr3b4eau20hwz2eiyok,Group Stage,2,Normal Time
51," GOALLLLLLLLLLLLLLLLLLLLLLLL!!!!!! RUDIGER LEVELS THE TIE!!!!!!!!!! 2-0 CHELSEA ON THE NIGHT, 3-3 ON AGGREGATE!!!!!!! Chelsea are back in the tie as Rudiger directs a pinpoint header past Courtois. Mount swings a dangerous cross in from the right flank that sails into the middle. Rudiger attacks the delivery and places his effort with precision into the bottom-right corner. A perfect header. ",goal,"[' A. Rudiger ', ' Goal ']",Chelsea,timer,Real Madrid,RMA,Chelsea,CHE,2 - 3,Real madrid Vs Chelsea,04/12/22,https://www.goal.com/en/match/real-madrid-vs-chelsea/1k6lf96zb9g3tuh5h39gtclqs,Real madrid Vs Chelsea,04/12/22,https://www.goal.com/en/match/real-madrid-vs-chelsea/1k6lf96zb9g3tuh5h39gtclqs,QF,2,Normal Time
51, GOAL! MANCHESTER CITY 3-2 RB LEIPZIG! City switch off at the back and get punished. It's Nkunku with the header again as he drifts into the box unmarked to get on the end of Olmo's cross. City have De Bruyne down near the centre circle but that's no excuse for the lapse in concentration. ,goal,"[' C. Nkunku ', ' Goal ']",RB Leipzig,timer,Manchester City,MCI,RB Leipzig,RBL,6 - 3,Manchester city Vs Rb Leipzig,09/15/21,https://www.goal.com/en/match/manchester-city-vs-rb-leipzig/3zkt8rt9dqlqmq1gh3citer6c,Manchester city Vs Rb Leipzig,09/15/21,https://www.goal.com/en/match/manchester-city-vs-rb-leipzig/3zkt8rt9dqlqmq1gh3citer6c,Group Stage,1,Normal Time
51, Olmo's dinked cross was delightful but City should have defended that better. Leipzig are gaining more and more belief that they can turn this match around. ,assist,"[' Dani Olmo ', ' Assist ']",RB Leipzig,timer,Manchester City,MCI,RB Leipzig,RBL,6 - 3,Manchester city Vs Rb Leipzig,09/15/21,https://www.goal.com/en/match/manchester-city-vs-rb-leipzig/3zkt8rt9dqlqmq1gh3citer6c,Manchester city Vs Rb Leipzig,09/15/21,https://www.goal.com/en/match/manchester-city-vs-rb-leipzig/3zkt8rt9dqlqmq1gh3citer6c,Group Stage,1,Normal Time
51, Joao Mario brings down Coman on the charge and goes into the book. ,yellow_card,"[' Joao Mario ', ' Yellow Card ']",Benfica,timer,Benfica,SLB,Bayern Munchen,FCB,0 - 4,Benfica vs Bayern Muenchen,10/20/21,https://www.goal.com/en/match/benfica-vs-bayern-muenchen/11uv14jv64kplg15rl5jyeyvo,Benfica vs Bayern Muenchen,10/20/21,https://www.goal.com/en/match/benfica-vs-bayern-muenchen/11uv14jv64kplg15rl5jyeyvo,Group Stage,1,Normal Time
51," Chasing back to cover, Vidal chops down Jones just over 20 yards from goal and becomes the latest man into the book. ",yellow_card,"[' A. Vidal ', ' Yellow Card ']",Internazionale,timer,Liverpool,LIV,Internazionale,INT,0 - 1,Liverpool vs Internazionale,03/08/22,https://www.goal.com/en/match/liverpool-vs-internazionale/qbrjrxp7q8m0uokmbdz74r9w,Liverpool vs Internazionale,03/08/22,https://www.goal.com/en/match/liverpool-vs-internazionale/qbrjrxp7q8m0uokmbdz74r9w,R16,2,Added Time
51, Mount adds an assist to his impressive night with a perfect cross for Rudiger to head home. ,assist,"[' M. Mount ', ' Assist ']",Chelsea,timer,Real Madrid,RMA,Chelsea,CHE,2 - 3,Real madrid Vs Chelsea,04/12/22,https://www.goal.com/en/match/real-madrid-vs-chelsea/1k6lf96zb9g3tuh5h39gtclqs,Real madrid Vs Chelsea,04/12/22,https://www.goal.com/en/match/real-madrid-vs-chelsea/1k6lf96zb9g3tuh5h39gtclqs,QF,2,Normal Time
51, The visitors double their lead! It's Vinicius with the goal after a dinked effort over the keeper Trubin. It was Modric who played a superb ball into him and the Brazilian made no mistake with his finish. ,goal,"[' Vinicius Junior ', ' Goal ']",Real Madrid,timer,Shakhtar Donetsk,SHK,Real Madrid,RMA,0 - 5,Shakhtar donetsk Vs Real Madrid,10/19/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-real-madrid/9ua99hxpslkaywq8y47fdn8yc,Shakhtar donetsk Vs Real Madrid,10/19/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-real-madrid/9ua99hxpslkaywq8y47fdn8yc,Group Stage,1,Normal Time
51, Salzburg now make their first change with Wober replaced by Kamil Piatkowski. ,substitution,"[' K. Piatkowski ', ' M. Wober ']",Salzburg,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0,Group Stage,1,Normal Time
51," Amorim made a change as that goal was disallowed, with Ugarte replacing Goncalves. ",substitution,"[' M. Ugarte ', ' Pote ']",Sporting CP,timer,Sporting CP,SCP,Manchester City,MCI,0 - 5,Sporting cp Vs Manchester City,02/15/22,https://www.goal.com/en/match/sporting-cp-vs-manchester-city/p4d9349cadj58t659v5g39ck,Sporting cp Vs Manchester City,02/15/22,https://www.goal.com/en/match/sporting-cp-vs-manchester-city/p4d9349cadj58t659v5g39ck,R16,1,Normal Time
51," Cristiano makes another crucial interception; sadly for Sheriff, it is illegal, and he brings down Dumfries, and he picks up a card in the process. ",yellow_card,"[' Cris Silva ', ' Yellow Card ']",Sheriff,timer,Sheriff,SHE,Internazionale,INT,1 - 3,Sheriff vs Internazionale,11/03/21,https://www.goal.com/en/match/sheriff-vs-internazionale/9uir0gj9wjm4nk7ewaq6cmu50,Sheriff vs Internazionale,11/03/21,https://www.goal.com/en/match/sheriff-vs-internazionale/9uir0gj9wjm4nk7ewaq6cmu50,Group Stage,2,Normal Time
51, GOAL!!! WHAT A HIT FROM PALOMINO!!! A long ball into the box is nodded down and then cushioned into the path of Palomino on the edge of the box. The defender thumps the ball at goal on the half-volley and rifles his shot into the back of the net! It's 2-1 to Atalanta! ,goal,"[' J. Palomino ', ' Goal ']",Atalanta,timer,Young Boys,YBB,Atalanta,ATA,3 - 3,Young boys Vs Atalanta,11/23/21,https://www.goal.com/en/match/young-boys-vs-atalanta/7oil6zfx109c1aibx4jaclyj8,Young boys Vs Atalanta,11/23/21,https://www.goal.com/en/match/young-boys-vs-atalanta/7oil6zfx109c1aibx4jaclyj8,Group Stage,2,Normal Time
51, Goal Arnaut Danjuma Adam Groeneveld ,goal,"[' A. Danjuma ', ' Goal ']",Villarreal,timer,Atalanta,ATA,Villarreal,VIL,2 - 3,Atalanta vs Villarreal,12/09/21,https://www.goal.com/en/match/atalanta-vs-villarreal/7oo5c19u4wyx9s08r8g4m7jtg,Atalanta vs Villarreal,12/09/21,https://www.goal.com/en/match/atalanta-vs-villarreal/7oo5c19u4wyx9s08r8g4m7jtg,Group Stage,2,Normal Time
51, Assist Gerard Moreno Balaguero ,assist,"[' Gerard Moreno ', ' Assist ']",Villarreal,timer,Atalanta,ATA,Villarreal,VIL,2 - 3,Atalanta vs Villarreal,12/09/21,https://www.goal.com/en/match/atalanta-vs-villarreal/7oo5c19u4wyx9s08r8g4m7jtg,Atalanta vs Villarreal,12/09/21,https://www.goal.com/en/match/atalanta-vs-villarreal/7oo5c19u4wyx9s08r8g4m7jtg,Group Stage,2,Normal Time
51, Pasalic had his back to goal and was crowded out as the ball came to him - he made the right choice laying it off for Palomino instead of trying to take it under control himself. ,assist,"[' M. Pasalic ', ' Assist ']",Atalanta,timer,Young Boys,YBB,Atalanta,ATA,3 - 3,Young boys Vs Atalanta,11/23/21,https://www.goal.com/en/match/young-boys-vs-atalanta/7oil6zfx109c1aibx4jaclyj8,Young boys Vs Atalanta,11/23/21,https://www.goal.com/en/match/young-boys-vs-atalanta/7oil6zfx109c1aibx4jaclyj8,Group Stage,2,Normal Time
51," HALLER HAT-TRICK - SPORTING 1-4 AJAX - Haller will be taking the match ball home with him after another fine counter-attack from Ajax. Just moments after Sporting had a goal disallowed, Ajax carved them open as Antony's pass with the outside of his foot picked out Haller. Yet again, the striker was in the right place at the right time, and he did the rest as he flicked the ball into the net. ",goal,"[' S. Haller ', ' Goal ']",Ajax,timer,Sporting CP,SCP,Ajax,AJX,1 - 5,Sporting cp Vs Ajax,09/15/21,https://www.goal.com/en/match/sporting-cp-vs-ajax/2vcs9w89lmrhs1bf2w745apsk,Sporting cp Vs Ajax,09/15/21,https://www.goal.com/en/match/sporting-cp-vs-ajax/2vcs9w89lmrhs1bf2w745apsk,Group Stage,1,Normal Time
51," Wendel can't continue, and Andrey Mostovoy comes on to replace him in the game's first change. ",substitution,"[' A. Mostovoy ', ' Wendel ']",Zenit,timer,Zenit,ZEN,Chelsea,CHE,3 - 3,Zenit vs Chelsea,12/08/21,https://www.goal.com/en/match/zenit-vs-chelsea/ev2njmvm83ke98ogzpay1n5sk,Zenit vs Chelsea,12/08/21,https://www.goal.com/en/match/zenit-vs-chelsea/ev2njmvm83ke98ogzpay1n5sk,Group Stage,2,Normal Time
51, Militao goes in hard from behind on Mbappe and goes into the book. ,yellow_card,"[' Eder Militao ', ' Yellow Card ']",Real Madrid,timer,PSG,PSG,Real Madrid,RMA,1 - 0,Psg vs Real Madrid,02/15/22,https://www.goal.com/en/match/psg-vs-real-madrid/poimt8p0uc8m169to05nxuz8,Psg vs Real Madrid,02/15/22,https://www.goal.com/en/match/psg-vs-real-madrid/poimt8p0uc8m169to05nxuz8,R16,1,Normal Time
51, Yilmaz is booked for the handball which has cost his side a penalty. ,yellow_card,"[' B. Yilmaz ', ' Yellow Card ']",Lille,timer,Salzburg,RBS,Lille,LIL,2 - 1,Salzburg vs Lille,09/29/21,https://www.goal.com/en/match/salzburg-vs-lille/7smaogvff7190qtqlud3gg4d0,Salzburg vs Lille,09/29/21,https://www.goal.com/en/match/salzburg-vs-lille/7smaogvff7190qtqlud3gg4d0,Group Stage,1,Normal Time
51," Antony gets his second official assist of the night, and he also played a huge part in the opening goal. Haller will get all the plaudits, but Antony has been deadly for Ajax. ",assist,"[' Antony ', ' Assist ']",Ajax,timer,Sporting CP,SCP,Ajax,AJX,1 - 5,Sporting cp Vs Ajax,09/15/21,https://www.goal.com/en/match/sporting-cp-vs-ajax/2vcs9w89lmrhs1bf2w745apsk,Sporting cp Vs Ajax,09/15/21,https://www.goal.com/en/match/sporting-cp-vs-ajax/2vcs9w89lmrhs1bf2w745apsk,Group Stage,1,Normal Time
52," GOALLL! THILL! SHERIFF EQUALISE! 1-1. Dimarco hauls over Bruno, presenting Sheriff with a promising free-kick 30 yards out. Thill -- who scored the winner against Madrid -- steps up and curls a sensational effort over the wall, beyond Handanovic and into the top corner! ",goal,"[' S. Thill ', ' Goal ']",Sheriff,timer,Internazionale,INT,Sheriff,SHE,3 - 1,Internazionale vs Sheriff,10/19/21,https://www.goal.com/en/match/internazionale-vs-sheriff/9ud7de2eswh36ptlu047gl1ck,Internazionale vs Sheriff,10/19/21,https://www.goal.com/en/match/internazionale-vs-sheriff/9ud7de2eswh36ptlu047gl1ck,Group Stage,1,Normal Time
52," THIAGO SCORES! And what a goal it was! Oxlade-Chamberlain's free-kick is a poor one, and it's cleared by Mbemba at the front of the crowd. It rolls out to Thiago, who is a long way out, and he hits it sweetly with the outside of his boot on the half-volley. It rockets past Costa, who can do nothing as it nestles into the bottom corner. 1-0 Liverpool! ",goal,"[' Thiago Alcantara ', ' Goal ']",Liverpool,timer,Liverpool,LIV,Porto,POR,2 - 0,Liverpool vs Porto,11/24/21,https://www.goal.com/en/match/liverpool-vs-porto/avuukrfg26vn3nbwkf4q7royc,Liverpool vs Porto,11/24/21,https://www.goal.com/en/match/liverpool-vs-porto/avuukrfg26vn3nbwkf4q7royc,Group Stage,2,Normal Time
52, Kondogbia gets a yellow card now. He was judged to have unfairly challenged with Taremi in the air. ,yellow_card,"[' G. Kondogbia ', ' Yellow Card ']",Atletico Madrid,timer,Atletico Madrid,ATM,Porto,POR,0 - 0,Atletico madrid Vs Porto,09/15/21,https://www.goal.com/en/match/atletico-madrid-vs-porto/av69zwt4kloy1a3cdz0j9o5ck,Atletico madrid Vs Porto,09/15/21,https://www.goal.com/en/match/atletico-madrid-vs-porto/av69zwt4kloy1a3cdz0j9o5ck,Group Stage,1,Normal Time
52, Former Tottenham man Lamela comes on for Suso. ,substitution,"[' E. Lamela ', ' Suso ']",Sevilla,timer,Wolfsburg,WOB,Sevilla,SEV,1 - 1,Wolfsburg vs Sevilla,09/29/21,https://www.goal.com/en/match/wolfsburg-vs-sevilla/7spassdkpavrrpr874y0i62vo,Wolfsburg vs Sevilla,09/29/21,https://www.goal.com/en/match/wolfsburg-vs-sevilla/7spassdkpavrrpr874y0i62vo,Group Stage,1,Normal Time
52," Sent off in the reverse fixture earlier this season, Guilavogui finds himself booked for a poorly timed tackle on Acuna in midfield. ",yellow_card,"[' J. Guilavogui ', ' Yellow Card ']",Wolfsburg,timer,Sevilla,SEV,Wolfsburg,WOB,2 - 0,Sevilla vs Wolfsburg,11/23/21,https://www.goal.com/en/match/sevilla-vs-wolfsburg/7t4lfv2y05vdqvmhoxzfkmolw,Sevilla vs Wolfsburg,11/23/21,https://www.goal.com/en/match/sevilla-vs-wolfsburg/7t4lfv2y05vdqvmhoxzfkmolw,Group Stage,2,Normal Time
52," OFF! Griezmann's eventful evening goes from the sublime to the ridiculous as he is shown a straight red card for a high boot on Firmino. He tries to gain possession for the ball in the air and lifts his foot. However, he catches Firmino straight on the side of his head and the referee does not hesitate in giving the forward his marching orders. ",red_card,"[' A. Griezmann ', ' Red Card ']",Atletico Madrid,timer,Atletico Madrid,ATM,Liverpool,LIV,2 - 3,Atletico madrid Vs Liverpool,10/19/21,https://www.goal.com/en/match/atletico-madrid-vs-liverpool/avhmom1lg8fqyph5f8yn4oftg,Atletico madrid Vs Liverpool,10/19/21,https://www.goal.com/en/match/atletico-madrid-vs-liverpool/avhmom1lg8fqyph5f8yn4oftg,Group Stage,1,Normal Time
52," Muller's quick thinking helped create that chance, and he showed no signs of hesitation as he picked out Lewandowski with a sharp pass. ",assist,"[' T. Muller ', ' Assist ']",Bayern Munchen,timer,Bayern Munchen,FCB,Villarreal,VIL,1 - 1,Bayern muenchen Vs Villarreal,04/12/22,https://www.goal.com/en/match/bayern-muenchen-vs-villarreal/65z8ibz52jh28bhxsg5ieh15g,Bayern muenchen Vs Villarreal,04/12/22,https://www.goal.com/en/match/bayern-muenchen-vs-villarreal/65z8ibz52jh28bhxsg5ieh15g,QF,2,Normal Time
52, Sydorchuk is the first Dynamo player to be booked after he deliberately pulls Rafa to the ground to stop him from breaking into the final third. ,yellow_card,"[' S. Sydorchuk ', ' Yellow Card ']",Dynamo Kyiv,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38,Group Stage,1,Normal Time
52," Buyalskiy does well to get around the outside of Sarr, who tugs him back twice. He's booked after the Kiev midfielder goes down on the second occasion. ",yellow_card,"[' B. Sarr ', ' Yellow Card ']",Bayern Munchen,timer,Dynamo Kyiv,DYN,Bayern Munchen,FCB,1 - 2,Dynamo kyiv Vs Bayern Muenchen,11/23/21,https://www.goal.com/en/match/dynamo-kyiv-vs-bayern-muenchen/125z1xfqztura1dl4gy2a03ys,Dynamo kyiv Vs Bayern Muenchen,11/23/21,https://www.goal.com/en/match/dynamo-kyiv-vs-bayern-muenchen/125z1xfqztura1dl4gy2a03ys,Group Stage,2,Normal Time
52," Joao Felix slid in on Fabinho to try and intercept the pass into Salah in the build-up to that chance. When the move comes to an end, the referee goes back and books him for the challenge. ",yellow_card,"[' Joao Felix ', ' Yellow Card ']",Atletico Madrid,timer,Liverpool,LIV,Atletico Madrid,ATM,2 - 0,Liverpool vs Atletico Madrid,11/03/21,https://www.goal.com/en/match/liverpool-vs-atletico-madrid/avmszz1b1mqb9frjmu7ouevpw,Liverpool vs Atletico Madrid,11/03/21,https://www.goal.com/en/match/liverpool-vs-atletico-madrid/avmszz1b1mqb9frjmu7ouevpw,Group Stage,2,Normal Time
52," GOAAALLLL - BAYERN 1-0 VILLAREAL - Lewandowski's first shot of the night finds the back of the net, and he punishes Parejo for a sloppy pass. The Villarreal midfielder gave possession away, and that allowed Muller to pounce. The German international picked out Lewandowski, and the Pole did the rest, slotting the ball home via the far post. ",goal,"[' R. Lewandowski ', ' Goal ']",Bayern Munchen,timer,Bayern Munchen,FCB,Villarreal,VIL,1 - 1,Bayern muenchen Vs Villarreal,04/12/22,https://www.goal.com/en/match/bayern-muenchen-vs-villarreal/65z8ibz52jh28bhxsg5ieh15g,Bayern muenchen Vs Villarreal,04/12/22,https://www.goal.com/en/match/bayern-muenchen-vs-villarreal/65z8ibz52jh28bhxsg5ieh15g,QF,2,Normal Time
53," ANOTHER FOR REUS! Woeful Besiktas defending allows Dortmund to put together a slick short-passing move on the edge of the box, and Reus then dances through with some neat footwork to slot home calmly for his brace. Dortmund now lead Besiktas 3-0, and they look to be showing no mercy! ",goal,"[' M. Reus ', ' Goal ']",Borussia Dortmund,timer,Borussia Dortmund,BVB,Besiktas,BJK,5 - 0,Borussia dortmund Vs Besiktas,12/07/21,https://www.goal.com/en/match/borussia-dortmund-vs-besiktas/2wd5hkymuuwc199tirolu1ous,Borussia dortmund Vs Besiktas,12/07/21,https://www.goal.com/en/match/borussia-dortmund-vs-besiktas/2wd5hkymuuwc199tirolu1ous,Group Stage,2,Normal Time
53," GOOOALLLL!!!! City have their third!!! It's Walker who rampages forward and plays a quick one-two with De Bruyne. The Belgian's pass back to him is perfectly weighted and Walker slides the ball underneath Mignolet, in very similar fashion to his opposite full-back's opener! 3-0 to City, and surely no way back for Brugge now. ",goal,"[' K. Walker ', ' Goal ']",Manchester City,timer,Club Brugge,CLU,Manchester City,MCI,1 - 5,Club brugge Vs Manchester City,10/19/21,https://www.goal.com/en/match/club-brugge-vs-manchester-city/400qamkhlfn5jp2tfydnlak9g,Club brugge Vs Manchester City,10/19/21,https://www.goal.com/en/match/club-brugge-vs-manchester-city/400qamkhlfn5jp2tfydnlak9g,Group Stage,1,Normal Time
53," That one-two between Walker and De Bruyne was just beautiful, and it's great to see both full-backs on the scoresheet as a showcase of how influential both Walker and Cancelo have been when linking up with their attacking team-mates. ",assist,"[' K. De Bruyne ', ' Assist ']",Manchester City,timer,Club Brugge,CLU,Manchester City,MCI,1 - 5,Club brugge Vs Manchester City,10/19/21,https://www.goal.com/en/match/club-brugge-vs-manchester-city/400qamkhlfn5jp2tfydnlak9g,Club brugge Vs Manchester City,10/19/21,https://www.goal.com/en/match/club-brugge-vs-manchester-city/400qamkhlfn5jp2tfydnlak9g,Group Stage,1,Normal Time
